"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-gu","udpipe.misc.B-pd","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-pd","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.SpaceAfter"
"2","uložen","uložený","17","O","","","","","Perf","","Pos","","Masc","","","","","Sing","","Pos","","","","Short","Part","Pass","","","","","","","","","","",""
"2","v","v","18","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","antropologickém","antropologický","19","O","","","","","","Loc","Pos","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","",""
"2","oddělení","oddělení","20","O","","","","","","Loc","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","",""
"2","AÚ","AÚ","21","B-ic","Cult/Educational institution","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","ČSAV","ČSAV","22","I-ic","Cult/Educational institution","Yes","","","","","","","","","Oth","","","","","","","","","","","","","","","","","","","","","",""
"2","pod","pod","23","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","inv","inv","24","O","","Yes","","","","","Pos","","","","","","","","","Pos","","","","","","","","","","","","","","","","","No"
"2",".",".","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","č","číslo","26","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","ž","ž","28","B-ty","Year","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","-","-","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","1865","1865","30","B-ty","Year","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","V","v","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Praze","Praha","2","B-gu","Settlement name (City/Town)","","","","","Loc","","","Fem","","Geo","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","dne","den","3","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","",""
"2","8","8","4","B-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","Yes","","","","","","No"
"2",".",".","5","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"2","února","únor","6","I-T","Complex time expressions","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","Yes","","","","",""
"2","1972","1972","7","I-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","Yes","","","",""
"2","i","i","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","A","A","9","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","",""
"2","Dr","Dr","10","I-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"2",".",".","11","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","",""
"2","Jaromír","Jaromír","12","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","Giv","","","Sing","","","","","","","","","","","Yes","","","","","","","",""
"2","Chochol","Chochol","13","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","Giv","","","Sing","","","","","","","","","","","","Yes","","","","","","","No"
