"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-gu","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1","nejstarší","starý","31","O","","","","Inan","","Acc","Sup","Masc","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","dosažitelné","dosažitelný","32","O","","","","Inan","","Acc","Pos","Masc","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","pozůstatky","pozůstatek","33","O","","","","Inan","","Acc","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","No"
"1",".",".","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Sonda","sonda","1","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",",",",","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kterou","který","3","O","","","","","","Acc","","Fem","","","","","","","Sing","","","","","Int,Rel","","","","","","","","","","","",""
"1","provedl","provést","4","O","","","","","Perf","","","Masc","","","","","","","Sing","","Pos","","","","","Past","","Part","Act","","","","","","",""
"1","bagrista","bagrista","5","O","","","","Anim","","Nom","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","CSP","CSP","1","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Peroun","Peroun","2","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","Masc","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","No"
"1",",",",","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dosáhla","dosáhnout","4","O","","","","","Perf","","","Fem,Neut","","","","","","","Plur,Sing","","Pos","","","","","Past","","Part","Act","","","","","","",""
"1","u","u","5","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","náměstí","náměstí","6","O","","","","","","Gen","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","hloubky","hloubka","7","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","pouze","pouze","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","c","c","9","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","180","180","11","B-nc","Cardinal number","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","",""
"1","cm","centimetr","12","B-oe","Measure unit","Yes","","Inan","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kde","kde","14","O","","","","","","","","","","","","","","","","","","","","Int,Rel","","","","","","","","","","","",""
"1","jsme","být","15","O","","","","","Imp","","","","","","Ind","","","","Plur","1","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","narazili","narazit","16","O","","","","Anim","Perf","","","Masc","","","","","","","Plur","","Pos","","","","","Past","","Part","Act","","","","","","",""
"1","na","na","17","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","spodní","spodní","18","O","","","","","","Acc","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","vodu","voda","19","O","","","","","","Acc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Směrem","směr","1","O","","","","Inan","","Ins","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","k","k","2","O","","","Prep","","","Dat","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","S","S","3","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","se","se","4","O","","","","","","Acc","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","",""
"1","terén","terén","5","O","","","","Inan","","Nom","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","zvyšuje","zvyšovat","6","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","a","a","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sonda","sonda","8","O","","","","","","Nom","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","zde","zde","9","O","","","","","","","","","","","","","","","","","","","","Dem","","","","","","","","","","","",""
"1","dosáhla","dosáhnout","10","O","","","","","Perf","","","Fem,Neut","","","","","","","Plur,Sing","","Pos","","","","","Past","","Part","Act","","","","","","",""
"1","hloubky","hloubka","11","O","","","","","","Gen","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","téměř","téměř","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","4","4","13","B-nc","Cardinal number","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","",""
"1","m","metr","14","B-oe","Measure unit","Yes","","Inan","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Protože","protože","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nelze","lze","2","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Neg","","","","","Pres","","Fin","Act","","","","","","",""
"1","očekávat","očekávat","3","O","","","","","Imp","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","No"
"1",",",",","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","že","že","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","v","v","6","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","letošním","letošní","7","O","","","","Inan","","Loc","Pos","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","roce","rok","8","O","","","","Inan","","Loc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","zdokumentujeme","zdokumentovat","9","O","","","","","Perf","","","","","","Ind","","","","Plur","1","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","bagrovanou","bagrovaný","10","O","","","","","","Acc","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","Part","Pass","","","","","","",""
"1","sondu","sonda","11","O","","","","","","Acc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","a","a","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ještě","ještě","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dokončíme","dokončit","14","O","","","","","Perf","","","","","","Ind","","","","Plur","1","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","výzkum","výzkum","15","O","","","","Inan","","Acc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","zadního","zadní","16","O","","","","Inan","","Gen","Pos","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","traktu","trakt","17","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","domu","dům","18","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","čp","čp","19","O","","Yes","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","36","36","21","B-n_","Number expression (General)","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","No"
"1",",",",","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pokusíme","pokusit","23","O","","","","","Perf","","","","","","Ind","","","","Plur","1","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","se","se","24","O","","","","","","Acc","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","",""
"1","dohodnout","dohodnout","25","O","","","","","Perf","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","",""
"1","s","s","26","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","MěstNV","MěstNV","27","B-io","Organization/Society","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Beroun","Beroun","28","I-io","Organization/Society","","","Inan","","Nom","","Masc","","","","Geo","","","Sing","","","","","","","","","","","Yes","","","","","",""
"1","a","a","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zejména","zejména","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","s","s","31","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","odpovědnými","odpovědný","32","O","","","","Anim","","Ins","Pos","Masc","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","pracovníky","pracovník","33","O","","","","Anim","","Ins","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","(","(","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","S","S","35","B-io","Organization/Society","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",",",",","36","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","který","který","37","O","","","","","","Nom","","Masc","","","","","","","Sing","","","","","Int,Rel","","","","","","","","","","","",""
"1","bude","být","38","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Fut","","Fin","Act","","","","","","",""
"1","na","na","39","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","místě","místo","40","O","","","","","","Loc","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","provádět","provádět","41","O","","","","","Imp","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","",""
"1","stavební","stavební","42","O","","","","Anim","","Acc","Pos","Masc","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","oráče","oráč","43","O","","","","Anim","","Acc","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","No"
"1",",",",","44","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zda","zda","45","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","by","být","46","O","","","","","Imp","","","","","","Cnd","","","","","","","","","","","","","Fin","","","","","","","",""
"1","bylo","být","47","O","","","","","Imp","","","Neut","","","","","","","Sing","","Pos","","","","","Past","","Part","Act","","","","","","",""
"1","možno","možný","48","O","","","","","","","Pos","Neut","","","","","","","Sing","","Pos","","","","","","Short","","","","","","","","",""
"1","tento","tento","49","O","","","","Inan","","Acc","","Masc","","","","","","","Sing","","","","","Dem","","","","","","","","","","","",""
"1","výzkum","výzkum","50","O","","","","Inan","","Acc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","dokončit","dokončit","51","O","","","","","Perf","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","",""
"1","v","v","52","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","letních","letní","53","O","","","","Inan","","Loc","Pos","Masc","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","měsících","měsíc","54","O","","","","Inan","","Loc","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","příštího","příští","55","O","","","","Inan","","Gen","Pos","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","roku","rok","56","O","","","","Inan","","Gen","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",".",".","57","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ude","ýt","1","O","","","","","Imp","","","","","","Ind","","","","Sing","3","Pos","","","","","Fut","","Fin","Act","","","","","","","No"
"1","-","-","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","li","li","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","to","ten","4","O","","","","","","Nom","","Neut","","","","","","","Sing","","","","","Dem","","","","","","","","","","","",""
"1","možné","možný","5","O","","","","","","Nom","Pos","Neut","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","No"
"1",",",",","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bylo","být","7","O","","","","","Imp","","","Neut","","","","","","","Sing","","Pos","","","","","Past","","Part","Act","","","","","","",""
"1","by","být","8","O","","","","","Imp","","","","","","Cnd","","","","","","","","","","","","","Fin","","","","","","","",""
"1","třeba","třeba","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","na","na","10","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","tento","tento","11","O","","","","Inan","","Acc","","Masc","","","","","","","Sing","","","","","Dem","","","","","","","","","","","",""
"1","výzkum","výzkum","12","O","","","","Inan","","Acc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","podat","podat","13","O","","","","","Perf","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","",""
"1","návrh","návrh","14","O","","","","Inan","","Acc","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","na","na","15","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hospodářskou","hospodářský","16","O","","","","","","Acc","Pos","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","",""
"1","smlouvu","smlouva","17","O","","","","","","Acc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
"1",",",",","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","to","to","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","přibližně","přibližně","21","O","","","","","","","Pos","","","","","","","","","","Pos","","","","","","","","","","","","","","",""
"1","ve","v","22","O","","","Voc","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výši","výše","23","O","","","","","","Loc","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","",""
"1","c","c","24","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","20","20","26","O","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","",""
"1","000","000","27","O","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","No"
"1",",",",","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Kčs","Kčs","30","B-om","Currency","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","na","na","31","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dělnické","dělnický","32","O","","","","","","Acc","Pos","Fem","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","mzdy","mzda","33","O","","","","","","Acc","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","No"
"1",".",".","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Podrobné","podrobný","1","O","","","","","","Acc","Pos","Fem","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","informace","informace","2","O","","","","","","Acc","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","",""
"1","podám","podat","3","O","","","","","Perf","","","","","","Ind","","","","Sing","1","Pos","","","","","Pres","","Fin","Act","","","","","","",""
"1","ve","v","4","O","","","Voc","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","svých","svůj","5","O","","","","","","Loc","","","","","","","","","Plur","","","Yes","","Prs","Yes","","","","","","","","","","",""
"1","dalších","další","6","O","","","","","","Loc","Pos","Neut","","","","","","","Plur","","Pos","","","","","","","","","","","","","","",""
"1","hlášeních","hlášení","7","O","","","","","","Loc","","Neut","","","","","","","Plur","","","","","","","","","Vnoun","","","","","","","","No"
"1",".",".","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","V","v","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Praze","Praha","2","B-gu","Settlement name (City/Town)","","","","","Loc","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","",""
"1","1.10","1.10","3","B-T","Complex time expressions","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","Yes","","","","","No"
"1",".",".","4","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","1984","1984","5","I-T","Complex time expressions","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","Yes","","",""
"1","harvát","harvát","6","O","","","","Inan","","Nom","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","No"
