"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-ah","udpipe.misc.B-az","udpipe.misc.B-gh","udpipe.misc.B-gl","udpipe.misc.B-gr","udpipe.misc.B-gu","udpipe.misc.B-ic","udpipe.misc.B-mn","udpipe.misc.B-nb","udpipe.misc.B-oa","udpipe.misc.B-pd","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-az","udpipe.misc.I-gu","udpipe.misc.I-ic","udpipe.misc.I-oa","udpipe.misc.I-pd","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1",".",".","2","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","3","3","3","I-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","No"
"1",".",".","4","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No"
"1","1998","1998","5","I-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","",""
"1","Zhodnocení","zhodnocení","6","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","interpretace","interpretace","8","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výsledků","výsledek","9","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výzkumu","výzkum","10","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nalezeny","nalezený","11","O","","","","Inan","Perf","","Pos","","Fem,Masc","","","","","Plur","","Pos","","","","Short","Part","Pass","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zlomky","zlomek","12","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","keramiky","keramika","13","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","z","z","14","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kulturních","kulturní","15","O","","","","","","Gen","Pos","","Fem","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vrstev","vrstva","16","O","","","","","","Gen","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","existence","existence","17","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hradu","hrad","18","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","14","14","20","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","21","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","15","15","23","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","24","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stol","stol","25","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","naprostá","naprostý","28","O","","","","","","Nom","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","převaha","převaha","29","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zl","zl","30","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","31","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","z","z","32","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","15","15","33","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","34","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stol","stol","35","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","36","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Seznam","seznam","37","O","","","","Inan","","Acc","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nálezů","nález","38","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Viz","viz","39","O","","","","","Perf","","","","","Imp","","","","Sing","2","Pos","","","","","Fin","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","příloha","příloha","40","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Přír","přír","41","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","42","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","č","číslo","43","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","44","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Název","název","1","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Počet","počet","2","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Výzkum","výzkum","3","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Poloha","poloha","4","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Inv","taknvaný","5","O","","Yes","","","","","Pos","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","č","číslo","7","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Poznámka","poznámka","9","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","10","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","678","678","11","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","2015","2015","13","B-ty","Year","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","keramika","keramika","14","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","4","4","15","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Skuhrov","Skuhrov","16","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hrad","hrad","17","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběr","sběr","18","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Slavík","slavík","19","B-ps","Surname","","","Anim","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","J","J","20","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","No"
"1",".",".","21","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","",""
"1","(","(","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","viz","viz","23","O","","","","","Perf","","","","","Imp","","","","Sing","2","Pos","","","","","Fin","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NZ","NZ","25","B-C","Complex bibliographic expression","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","",""
"1","Skuhrov","Skuhrov","26","I-C","Complex bibliographic expression","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","",""
"1","1998","1998","27","I-C","Complex bibliographic expression","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1",",",",","28","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","poloha","poloha","29","I-C","Complex bibliographic expression","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","30","I-C","Complex bibliographic expression","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","No"
"1",")",")","31","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","32","I-C","Complex bibliographic expression","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1737","1737","33","I-C","Complex bibliographic expression","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1","3","3","34","I-C","Complex bibliographic expression","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","atypické","atypický","35","O","","","","Inan","","Nom","Pos","","Masc","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zlomky","zlomek","36","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","z","z","37","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výdutí","výdutí","38","O","","","","","","Gen","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nepolévaných","polévaný","39","O","","","","","","Gen","Pos","","Fem","","","","","Plur","","Neg","","","","","Part","Pass","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nádob","nádoba","40","O","","","","","","Gen","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","41","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","prakticky","prakticky","42","O","","","","","","","Pos","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bílé","bílý","43","O","","","","","","Nom","Pos","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zboží","zboží","44","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","45","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","46","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","47","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pol","polovina","48","O","","Yes","","","","","","","Fem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","49","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","15","15","50","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","51","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stol","stol","52","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","53","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","+","+","54","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zlomek","zlomek","55","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","okraje","okraj","56","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","57","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","velmi","velmi","58","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nizké","nizký","59","O","","","","","","Nom","Pos","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vysazené","vysazený","60","O","","","","","","Nom","Pos","","Neut","","","","","Sing","","Pos","","","","","Part","Pass","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","okruží","okruží","61","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","62","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","červená","červený","63","O","","","","","","Nom","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","linka","linka","64","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","na","na","65","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","okruží","okruží","66","O","","","","","","Loc","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","67","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","další","další","68","O","","","","","","Nom","Pos","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","na","na","69","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","podhrdlí","podhrdlí","70","O","","","","","","Loc","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","71","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","váha","váha","72","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","90","90","73","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","74","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","9","9","75","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","g","gok","76","B-oe","Measure unit","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","77","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","78","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","679","679","79","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","80","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","2015","2015","81","B-ty","Year","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","keramika","keramika","82","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","23","23","83","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Skuhrov","Skuhrov","84","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hrad","hrad","85","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběr","sběr","86","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","arch","arch","87","O","","Yes","","","","","Pos","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","88","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","kroužek","kroužek","89","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","(","(","90","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","viz","viz","91","O","","","","","Perf","","","","","Imp","","","","Sing","2","Pos","","","","","Fin","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","92","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NZ","NZ","1","B-ic","Cult/Educational institution","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Skuhrov","Skuhrov","2","I-ic","Cult/Educational institution","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","",""
"1","1998","1998","3","I-ic","Cult/Educational institution","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1",",",",","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","poloha","poloha","5","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","6","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","8","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1738","1738","9","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","14","14","10","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","atypických","atypický","11","O","","","","Inan","","Gen","Pos","","Masc","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zlomků","zlomek","12","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","keramiky","keramika","13","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","14","14","14","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","15","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","15","15","17","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","st","stupeň","19","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","+","+","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","22","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zl","zl","23","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","masivnější","masivní","25","O","","","","","","Gen","Cmp","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zásobnice","zásobnice","26","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","+","+","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","28","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zl","zl","29","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","okrajů","okraj","31","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","32","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","okruží","okruží","33","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","+","+","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","mísa","mísa","35","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","se","s","36","O","","","Voc","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zahnutým","zahnutý","37","O","","","","Inan","","Ins","Pos","","Masc","","","","","Sing","","Pos","","","","","Part","Pass","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","okrajem","okraj","38","O","","","","Inan","","Ins","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","39","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","+","+","40","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","41","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zl","zl","42","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","43","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ucha","ucho","44","O","","","","","","Gen","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","+","+","45","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","výdutě","výduta","46","O","","","","","","Nom","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nádob","nádoba","47","O","","","","","","Gen","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","se","s","48","O","","","Voc","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stopami","stopa","49","O","","","","","","Ins","","","Fem","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","vytáčení","vytáčení","50","O","","","","","","Gen","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","+","+","51","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","52","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","mazanice","mazanice","53","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
