"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.ConjType","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-P","udpipe.misc.B-gu","udpipe.misc.B-nb","udpipe.misc.B-no","udpipe.misc.B-pf","udpipe.misc.B-pm","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-P","udpipe.misc.I-no","udpipe.misc.I-pf","udpipe.misc.I-ps","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"2","3","3","20","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","o","o","21","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","/","/","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","23","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","2","2","24","O","","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",";",";","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Podepsino","Podepsino","26","O","","","","","","Nom","","","","Neut","","","","Oth","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",")",")","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2",".",".","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","vypraveno","vypravený","2","O","","","","","Perf","","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","","","No"
"2","/","/","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","B","B","6","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","•","•","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Budiž","být","9","O","","","","","Imp","","","","","","","","Imp","","","","Sing","","3","Pos","","","","","","","Fin","","","","","","","","","","","","","","","","","",""
"2","BOHEMIAB","Bohemiab","10","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Na","na","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","druhé","druhý","2","O","","","","","","Loc","","","","Fem","","","","","","Ord","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","pak","pak","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","straně","strana","4","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","jest","být","5","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"2","český","český","6","O","","","","Anim","","Nom","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","lev","lev","7","O","","","","Anim","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","a","a","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","kolem","kolem","9","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","něho","on","10","O","","","","","","Gen","","","","Masc,Neut","","","","","","","Sing","","3","","","Pre","Prs","","","","","","","","","","","","","","","","","","","","","",""
"2","v","v","11","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","kruhu","kruh","12","O","","","","Inan","","Loc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",":",":","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","GROSSI","Grossi","14","O","","","","Anim","","Nom","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","PRAGENSES","Pragenses","15","O","","","","Anim","","Nom","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","t","t","17","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","j","j","19","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","""","""","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","václav","václav","22","O","","","","Anim","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","III","III","23","O","","","","","","","","","","","","","","","Roman","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","""","""","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","/","/","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","václava","václava","26","O","","","","Anim","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","III","III","27","O","","","","","","","","","","","","","","","Roman","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","28","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Přemyslovce","přemyslovec","1","O","","","","Anim","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",";",";","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","který","který","3","O","","","","","","Nom","","","","Masc","","","","","","","Sing","","","","","","Int,Rel","","","","","","","","","","","","","","","","","","","","","",""
"2","byl","být","4","O","","","","","Imp","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","","",""
"2","zavražděn","zavražděný","5","O","","","","","Perf","","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","","",""
"2","v","v","6","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","010","010","7","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","-","-","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","mouci","mouc","9","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","roku","rok","10","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","1306","1306","11","B-ty","Year","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nebrgli","nebrgle","13","O","","","","Anim","Imp","","","","","Masc","","","","","","","Plur","","","Neg","","","","","Past","","Part","Act","","","","","","","","","","","","","","","","",""
"2","do","do","14","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","počtu","počet","15","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","/","/","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","""","""","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","z","z","19","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Boží","boží","20","B-pp","Relig./myth persons","","","","","Gen","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","milusti","milust","21","I-pp","Relig./myth persons","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","krúl","krúl","22","O","","","","Anim","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","český","český","23","O","","","","Anim","","Nom","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","""","""","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","a","a","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","na","na","27","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","druhá","druhý","28","O","","","","","","Loc","","","","Fem","","","","","","Ord","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","straně","strana","29","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","""","""","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Groša","Groša","31","B-p_","Personal name (General)","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","pražské","pražský","32","O","","","","","","Gen","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","33","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","""","""","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","■","■","1","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Až","až","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","pojedete","jet","2","O","","","","","Imp","","","","","","","","Ind","","","","Plur","","2","Pos","","","","","Fut","","Fin","Act","","","","","","","","","","","","","","","","",""
"2","do","do","3","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Prehy","Preha","4","B-gu","Settlement name (City/Town)","","","","","Gen","","","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","vez","vez","6","O","","","","","Perf","","","","","","","","Imp","","","","Sing","","2","Pos","","","","","","","Fin","","","","","","","","","","","","","","","","","","No"
"2","-","-","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","měteyje","měteyj","8","O","","","","","","Acc","","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","s","s","9","O","","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","sebou","se","10","O","","","","","","Ins","","","","","","","","","","","","","","","","","Prs","Yes","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","a","a","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","zatím","zatím","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","než","než","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","si","se","16","O","","","","","","Dat","","","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","","","","","","","",""
"2","pohovoříme","pohovořit","17","O","","","","","Perf","","","","","","","","Ind","","","","Plur","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","No"
"2",",",",","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","voříme","vořit","19","O","","","","","Imp","","","","","","","","Ind","","","","Plur","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","No"
"2",",",",","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","budou","být","21","O","","","","","Imp","","","","","","","","Ind","","","","Plur","","3","Pos","","","","","Fut","","Fin","Act","","","","","","","","","","","","","","","","",""
"2","vám","vy","22","O","","","","","","Dat","","","","","","","","","","","Plur","","2","","","","Prs","","","","","","","","","","","","","","","","","","","","","",""
"2","peníze","peníze","23","O","","","","Inan","","Nom","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","v","v","24","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","neší","náš","25","O","","","","","","Loc","","","","Fem","","","","","","","Sing","Plur","1","","Yes","","Prs","","","","","","","","","","","","","","","","","","","","","",""
"2","laboratoři","laboratoř","26","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","ratoři","rator","27","O","","","","","","Loc","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","vyčištěny","vyčištěný","28","O","","","","Inan","Perf","","","Pos","","Fem,Masc","","","","","","","Plur","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","","","No"
"2",",",",","29","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2",".",".","30","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","Neb","neb","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","o","o","2","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","přejete","přát","3","O","","","","","Imp","","","","","","","","Ind","","","","Plur","","2","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","No"
"2","-","-","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","li","li","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","si","se","6","O","","","","","","Dat","","","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","","","","","","","","No"
"2",",",",","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","pošlu","pojít","8","O","","","","","Perf","","","","","","","","Ind","","","","Sing","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"2","vám","vy","9","O","","","","","","Dat","","","","","","","","","","","Plur","","2","","","","Prs","","","","","","","","","","","","","","","","","","","","","",""
"2","návod","návod","10","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","jak","jak","12","O","","","","","","","","","","","","","","","","","","","","","","","Int,Rel","","","","","","","","","","","","","","","","","","","","","",""
"2","byste","být","13","O","","","","","Imp","","","","","","","","Cnd","","","","Plur","","2","","","","","","","","Fin","","","","","","","","","","","","","","","","","",""
"2","súm","súm","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","si","se","15","O","","","","","","Dat","","","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","","","","","","","",""
"2","je","on","16","O","","","","","","Acc","","","","","","","","","","","Plur","","3","","","Npr","Prs","","","","","","","","","","","","","","","","","","","","","",""
"2","me","me","17","O","","","","","Imp","","","","","","","","Imp","","","","Plur","","1","Pos","","","","","","","Fin","","","","","","","","","","","","","","","","","",""
"2","hl","hnout","18","O","","","","","Imp","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","","",""
"2","vyčistiti","vyčistit","19","O","","","","","Perf","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","","","","","","","",""
"2",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","váš","váš","1","O","","","","","","Nom","","","","Masc","","","","","","","Sing","Plur","2","","Yes","","Prs","","","","","","","","","","","","","","","","","","","","","",""
"2","úsudek","úsudek","2","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","O","o","1","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","samet","samet","2","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","-","-","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","né","né","4","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","jest","být","5","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"2","správný","správný","6","O","","","","Inan","","Nom","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","obci","obec","1","O","","","","","","Dat","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Bude","být","2","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Fut","","Fin","Act","","","","","","","","","","","","","","","","",""
"2","mne","já","3","O","","","","","","Acc","","","","","","","","","","","Sing","","1","","","","Prs","","","","","","","","","","","","","","","","","","","","","",""
"2","velice","velice","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","těšiti","těšit","5","O","","","","","Imp","","","","","","","","","","","","","","","Pos","","","","","","","Inf","","","","","","","","","","","","","","","","","","No"
"2",",",",","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","navštívíte","navštívit","7","O","","","","","Perf","","","","","","","","Ind","","","","Plur","","2","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","No"
"2","-","-","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","li","li","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","uane","uane","10","O","","","","","","Acc","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","až","až","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","zavítáte","zavítat","13","O","","","","","Perf","","","","","","","","Ind","","","","Plur","","2","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"2","do","do","14","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Prahy","Praha","15","B-gu","Settlement name (City/Town)","","","","","Gen","","","","Fem","","","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","16","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Pokusím","pokusit","1","O","","","","","Perf","","","","","","","","Ind","","","","Sing","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"2","se","se","2","O","","","","","","Acc","","","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","","","","","","","",""
"2","ovšem","ovšem","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","aby","aby","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","bych","být","6","O","","","","","Imp","","","","","","","","Cnd","","","","Sing","","1","","","","","","","","Fin","","","","","","","","","","","","","","","","","",""
"2","vís","vy","7","O","","","","","","Acc","","","","","","","","","","","Plur","","2","","","","Prs","","","","","","","","","","","","","","","","","","","","","",""
"2","nepřipravil","připravit","8","O","","","","","Perf","","","","","Masc","","","","","","","Sing","","","Neg","","","","","Past","","Part","Act","","","","","","","","","","","","","","","","",""
"2","pravil","pravit","9","O","","","","","Perf","","","","","Masc","","","","","","","Sing","","","Pos","","","","","Past","","Part","Act","","","","","","","","","","","","","","","","",""
"2","o","o","10","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","mnoho","mnoho","11","O","","","","","","Acc","","","","","","","","","","Card","","","","","","","Ind","","","","","","","","","","","","","","","","","","","","","",""
"2","času","čas","12","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",".",".","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","Těším","těšit","1","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","",""
"2","se","se","2","O","","","","","","Acc","","","","","","","","","","","","","","","","","Prs","Yes","","Short","","","","","","","","","","","","","","","","","","",""
"2","na","na","3","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","ony","onen","4","O","","","","Inan","","Acc","","","","Masc","","","","","","","Plur","","","","","","Dem","","","","","","","","","","","","","","","","","","","","","",""
"2","střepy","střep","5","O","","","","Inan","","Acc","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","'","'","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","z","z","8","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nichž","jenž","9","O","","","","","","Gen","","","","","","","","","","","Plur","","","","","Pre","Rel","","","","","","","","","","","","","","","","","","","","","",""
"2","vezměte","vzít","10","O","","","","","Perf","","","","","","","","Imp","","","","Plur","","2","Pos","","","","","","","Fin","","","","","","","","","","","","","","","","","","No"
"2",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","prosím","prosit","12","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","1","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","","","No"
"2",",",",","13","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","nejen","nejen","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","ty","ten","15","O","","","","Inan","","Acc","","","","Masc","","","","","","","Plur","","","","","","Dem","","","","","","","","","","","","","","","","","","","","","",""
"2","■or","■or","16","O","","","","","","","","Pos","","","","Yes","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2","-","-","17","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","namentované","namentovaný","18","O","","","","Inan","","Acc","","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","","","","","","No"
"2",",",",","19","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","ale","ale","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","i","i","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","všechnyod","všechnyod","22","O","","","","","","Acc","","","","Masc","","","","","","","Plur","","","","","","Tot","","","","","","","","","","","","","","","","","","","","","",""
"2","okrajů","okraj","23","O","","","","Inan","","Gen","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"2",",",",","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","|","|","25","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","příyadně","příyadně","26","O","","","","","","","","Pos","","","","","","","","","","","","Pos","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","též","též","27","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","dna","dno","28","O","","","","","","Gen","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
