"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.ConjType","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Number[psor]","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.PrepCase","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-ah","udpipe.misc.B-az","udpipe.misc.B-gr","udpipe.misc.B-gu","udpipe.misc.B-ic","udpipe.misc.B-nb","udpipe.misc.B-oa","udpipe.misc.B-oe","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-ty","udpipe.misc.I-az","udpipe.misc.I-ic","udpipe.misc.I-oa","udpipe.misc.I-pf","udpipe.misc.SpaceAfter"
"1","cm","centimetr","23","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hluboká","hluboký","24","O","","","","","","Nom","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","studna","studna","25","O","","","","","","Nom","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","roubená","roubený","27","O","","","","","","Nom","","Pos","","Fem","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","","","","",""
"1","na","na","28","O","","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sucho","sucho","29","O","","","","","","Acc","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","loženým","ložený","30","O","","","","","","Ins","","Pos","","Neut","","","","","","","Sing","","","Pos","","","","","","","Part","Pass","","","","","","","","","","","","","","","",""
"1","kamením","kamení","31","O","","","","","","Ins","","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","32","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dosahující","dosahující","33","O","","","","","Imp","Nom","","","","Fem","","","","","","","Sing","","","Pos","","","","","Pres","","Part","Act","","","","","","","","","","","","","","","",""
"1","vnitřního","vnitřní","34","O","","","","Inan","","Gen","","Pos","","Masc","","","","","","","Sing","","","Pos","","","","","","","","","","","","","","","","","","","","","","","",""
"1","průměru","průměr","35","O","","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","80","80","36","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","37","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","90","90","38","B-nc","Cardinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","cm","centimetr","39","B-oe","Measure unit","Yes","","Inan","","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","40","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Materiál","materiál","1","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","datuje","datovat","2","O","","","","","Imp","","","","","","","","Ind","","","","Sing","","3","Pos","","","","","Pres","","Fin","Act","","","","","","","","","","","","","","","",""
"1","objekt","objekt","3","O","","","","Inan","","Acc","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","do","do","4","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","první","první","5","O","","","","","","Gen","","","","Fem","","","","","","Ord","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","poloviny","polovina","6","O","","","","","","Gen","","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","15","15","7","B-no","Ordinal number","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","8","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","stol","stol","9","O","","","","","","Gen","","","","Neut","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ULOŽ","ulož","1","O","","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","MHRH","MHRH","3","B-ic","Cult/Educational institution","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Tábor","Tábor","4","I-ic","Cult/Educational institution","","","Inan","","Nom","","","","Masc","","","","Geo","","","Sing","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","No"
"1",".",".","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","LIT","LIT","1","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Shrnuta","shrnutý","3","O","","","","","Perf","","","Pos","","Fem,Neut","","","","","","","Plur,Sing","","","Pos","","","","","","Short","Part","Pass","","","","","","","","","","","","","","","",""
"1","in","in","4","O","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Krajíc","Krajíc","6","B-C","Complex bibliographic expression","","","Anim","","Nom","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","Yes","","","","","",""
"1","R","R","7","I-C","Complex bibliographic expression","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1",".",".","8","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1",",",",","9","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Přehled","přehled","10","I-C","Complex bibliographic expression","","","Inan","","Nom","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","Yes","","","","","","","","",""
"1","archeologických","archeologický","11","I-C","Complex bibliographic expression","","","Inan","","Gen","","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","výzkumů","výzkum","12","I-C","Complex bibliographic expression","","","Inan","","Gen","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","středověku","středověk","13","I-C","Complex bibliographic expression","","","Inan","","Gen","","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","na","na","14","I-C","Complex bibliographic expression","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","Táborskú","Táborskú","15","I-C","Complex bibliographic expression","","","","","Acc","","","","Neut","","","","Geo","","","Sing","","","","","","","","","","","","","","Yes","","","","","","","","","","","Yes","","No"
"1","/","/","16","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","se","s","17","I-C","Complex bibliographic expression","","Voc","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zaměřením","zaměření","18","I-C","Complex bibliographic expression","","","","","Ins","","","","Neut","","","","","","","Sing","","","","","","","","","","Vnoun","","","","","","","","","","","","","","","","",""
"1","na","na","19","I-C","Complex bibliographic expression","","Prep","","","Acc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ZSO","ZSO","20","I-C","Complex bibliographic expression","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1","/","/","21","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","22","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Archeologické","archeologický","23","B-C","Complex bibliographic expression","","","Inan","","Nom","","Pos","","Masc","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","Yes","","","","","","","","",""
"1","výzkumy","výzkum","24","I-C","Complex bibliographic expression","","","Inan","","Nom","","","","Masc","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","v","v","25","I-C","Complex bibliographic expression","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","jižních","jižní","26","I-C","Complex bibliographic expression","","","","","Loc","","Pos","","Fem","","","","","","","Plur","","","Pos","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","Čechách","Čechy","27","I-C","Complex bibliographic expression","","","","","Loc","","","","Fem","","","","Geo","","","Plur","","","","","","","","","","","","","","Yes","","","","","","","","","","","Yes","",""
"1","1","1","28","I-C","Complex bibliographic expression","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","No"
"1",",",",","29","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1983","1983","30","I-C","Complex bibliographic expression","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","No"
"1",",",",","31","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","101","101","32","I-C","Complex bibliographic expression","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","No"
"1","-","-","33","I-C","Complex bibliographic expression","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","105","105","34","I-C","Complex bibliographic expression","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","No"
"1",".",".","35","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","R","R","1","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","No"
"1",".",".","2","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","Krajíc","Krajíc","3","I-P","Complex personal names","","","Anim","","Nom","","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","Yes","","","","","",""
"1","BZU","BZU","4","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1982","1982","5","B-ty","Year","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1983","1983","7","B-ty","Year","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","4","4","8","B-n_","Number expression (General)","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
