"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Gender[psor]","udpipe.feats.Hyph","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.Poss","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-P","udpipe.misc.B-ah","udpipe.misc.B-az","udpipe.misc.B-gr","udpipe.misc.B-gs","udpipe.misc.B-gu","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-P","udpipe.misc.I-az","udpipe.misc.I-gr","udpipe.misc.I-ps","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1","*","*","47","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","48","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","49","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","=","=","50","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","51","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","=","=","52","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","53","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","54","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","r","r","55","O","","Yes","","","","","","","","","","","Giv","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","56","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","o","o","57","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","58","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","59","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ved","ved","60","O","","Yes","","","","","","","","","","","Giv","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","61","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","r","r","62","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","n","n","63","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","64","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","65","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","■","■","66","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","67","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","68","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","69","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-*","-*","70","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","71","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","=","=","72","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","73","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","■■","■■","74","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","wy","wy","75","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ew","ew","76","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","77","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","t","t","78","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","79","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","u","u","80","O","","","Prep","","","Gen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","U","U","81","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","82","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","83","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","okv","okv","84","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","85","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","•","•","86","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","1","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","*","*","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","=","=","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","■","■","7","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","8","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NÁZEVADRUHSTAVBY","názevadruhstavba","9","O","","","","","","Nom","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","ELEKTRICKÄPRPOJKANNK","Elektrickäprpojkannk","11","O","","","","Inan","","Nom","","","Masc","","","","Oth","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","-","-","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","RDČP","RDČP","13","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","14","B-ni","Itemizer (1.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","10","10","1","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","DOBA","doba","2","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","VÝZKUMU","výzkum","3","O","","","","Inan","","Gen","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","4","B-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","",""
"1","ÚNOR","únor","5","I-T","Complex time expressions","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","Yes","","","","","","",""
"1","2005","2005","6","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","[","[","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","r","r","8","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","""","""","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","10","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",",",",","11","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","12","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ťy","ŤY","13","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","I","I","14","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","]","]","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","h","h","16","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","17","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",",",",","19","B-ni","Itemizer (1.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","7","7","20","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","*","*","21","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","FORMA","forma","22","O","","","","","","Nom","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ARCHEOLOGICKÉHO","archeologický","23","O","","","","Inan","","Gen","Pos","","Masc","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","No"
"1","_","_","24","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","VÝZKUMU","výzkum","25","O","","","","Inan","","Gen","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","DOHLED","dohled","27","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","28","B-n_","Number expression (General)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","2","2","29","I-n_","Number expression (General)","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","7","7","30","B-oe","Measure unit","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","M","M","31","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Ä","Ä","32","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","V","V","33","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","34","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","35","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","VÝSLEDEK","výsledek","36","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","37","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NEBYLY","být","38","O","","","","Inan","Imp","","","","Fem,Masc","","","","","","","Plur","","Neg","","Past","","Part","Act","","","","","","","","","","","","","","","","","",""
"1","ZACHYCENY","zachycený","39","O","","","","Inan","Perf","","Pos","","Fem,Masc","","","","","","","Plur","","Pos","","","Short","Part","Pass","","","","","","","","","","","","","","","","","",""
"1","ARCHEOLOGICKÉ","archeologický","40","O","","","","","","Nom","Pos","","Fem","","","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","SITUACE","situace","41","O","","","","","","Nom","","","Fem","","","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","42","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","BYLO","být","1","O","","","","","Imp","","","","Neut","","","","","","","Sing","","Pos","","Past","","Part","Act","","","","","","","","","","","","","","","","","",""
"1","ZDOKUMENTOVÁNO","zdokumentovaný","2","O","","","","","Perf","","Pos","","Neut","","","","","","","Sing","","Pos","","","Short","Part","Pass","","","","","","","","","","","","","","","","","",""
"1","POUZE","pouze","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","GEOLOGICKÉ","geologický","4","O","","","","","","Nom","Pos","","Neut","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","PODLOŽÍ","podloží","5","O","","","","","","Nom","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ÚZEMÍ","území","1","O","","","","","","Nom","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ZASAŽENÉ","zasažený","2","O","","","","","","Nom","Pos","","Neut","","","","","","","Sing","","Pos","","","","Part","Pass","","","","","","","","","","","","","","","","","",""
"1","STAVEBNÍ","stavební","3","O","","","","","","Ins","Pos","","Fem","","","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","",""
"1","ČINNOSTÍ","činnost","4","O","","","","","","Ins","","","Fem","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","POSOUDIL","posoudit","5","O","","","","","Perf","","","","Masc","","","","","","","Sing","","Pos","","Past","","Part","Act","","","","","","","","","","","","","","","","","","No"
"1",":",":","6","B-pd","Academic titles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","MGR","MGR","7","I-pd","Academic titles","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","8","B-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","",""
"1","DANIEL","Daniel","1","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","Yes","","","","","","","","","",""
"1","STOLZ","Stolz","2","O","","","","Anim","","Nom","","","Masc","","","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","A","A","5","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","6","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","ewa","ewa","7","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","esmafkOV","esmafkov","8","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","e","e","9","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",".",".","10","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","LEACOVISTEKAAPApuc","Leacovistekaapapuc","11","O","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","DATUM","datum","12","O","","","","","","Nom","","","Neut","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","13","B-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","",""
"1","10.5","10.5","14","I-T","Complex time expressions","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","Yes","","No"
"1",".",".","15","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","",""
"1","2005","2005","16","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","C","C","17","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","J","J","19","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","20","B-n_","Number expression (General)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","119","119","21","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","22","B-ty","Year","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","2005","2005","23","O","","","","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","KL","KL","24","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","PODPIS","podpis","25","O","","","","Inan","","Nom","","","Masc","","","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",":",":","26","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NoOL","Nool","27","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
